Destination Neighborhood,Mode,Month of MONTH,Origin Neighborhood,Time Period,Trip Count
South of Market,Powered Scooter,January 2021,South of Market,4pm-7pm,"1,524"
South of Market,Powered Scooter,March 2021,South of Market,4pm-7pm,"1,683"
South of Market,Powered Scooter,November 2020,South of Market,4pm-7pm,"1,684"
South of Market,Powered Scooter,September 2019,South of Market,4pm-7pm,"1,729"
South of Market,Powered Scooter,July 2020,South of Market,4pm-7pm,"1,768"
South of Market,Powered Scooter,August 2020,South of Market,4pm-7pm,"1,903"
South of Market,Powered Scooter,September 2020,South of Market,4pm-7pm,"1,919"
South of Market,Powered Scooter,October 2020,South of Market,4pm-7pm,"2,022"
South of Market,Powered Scooter,April 2021,South of Market,4pm-7pm,"2,601"
South of Market,Powered Scooter,June 2021,South of Market,4pm-7pm,"2,874"
South of Market,Powered Scooter,May 2021,South of Market,4pm-7pm,"2,985"
South of Market,Powered Scooter,March 2020,South of Market,4pm-7pm,"3,191"
South of Market,Powered Scooter,July 2021,South of Market,4pm-7pm,"3,558"
South of Market,Powered Scooter,October 2019,South of Market,4pm-7pm,"3,808"
South of Market,Powered Scooter,August 2021,South of Market,4pm-7pm,"3,875"
South of Market,Powered Scooter,September 2021,South of Market,4pm-7pm,"4,258"
South of Market,Powered Scooter,December 2019,South of Market,4pm-7pm,"4,787"
South of Market,Powered Scooter,November 2019,South of Market,4pm-7pm,"5,683"
South of Market,Powered Scooter,January 2020,South of Market,4pm-7pm,"5,697"
South of Market,Powered Scooter,February 2020,South of Market,4pm-7pm,"6,266"
South of Market,Powered Scooter,August 2020,Western Addition,4pm-7pm,23
South of Market,Powered Scooter,March 2020,Western Addition,4pm-7pm,51
South of Market,Powered Scooter,December 2019,Western Addition,4pm-7pm,61
South of Market,Powered Scooter,June 2021,Western Addition,4pm-7pm,75
South of Market,Powered Scooter,January 2020,Western Addition,4pm-7pm,84
South of Market,Powered Scooter,October 2019,Western Addition,4pm-7pm,105
South of Market,Powered Scooter,July 2021,Western Addition,4pm-7pm,111
South of Market,Powered Scooter,November 2019,Western Addition,4pm-7pm,138
South of Market,Powered Scooter,February 2020,Western Addition,4pm-7pm,138
South of Market,Powered Scooter,August 2021,Western Addition,4pm-7pm,174
South of Market,Powered Scooter,September 2021,Western Addition,4pm-7pm,233
Visitacion Valley,E-Bike,August 2020,Visitacion Valley,4pm-7pm,21
Western Addition,Classic Bicycle,April 2019,Bernal Heights,4pm-7pm,21
Western Addition,Classic Bicycle,March 2019,Bernal Heights,4pm-7pm,30
Western Addition,Classic Bicycle,April 2020,Castro/Upper Market,4pm-7pm,21
Western Addition,Classic Bicycle,December 2020,Castro/Upper Market,4pm-7pm,23
Western Addition,Classic Bicycle,March 2020,Castro/Upper Market,4pm-7pm,25
Western Addition,Classic Bicycle,February 2021,Castro/Upper Market,4pm-7pm,26
Western Addition,Classic Bicycle,January 2020,Castro/Upper Market,4pm-7pm,29
Western Addition,Classic Bicycle,June 2021,Castro/Upper Market,4pm-7pm,29
Western Addition,Classic Bicycle,July 2021,Castro/Upper Market,4pm-7pm,30
Western Addition,Classic Bicycle,November 2020,Castro/Upper Market,4pm-7pm,31
Western Addition,Classic Bicycle,December 2019,Castro/Upper Market,4pm-7pm,35
Western Addition,Classic Bicycle,May 2021,Castro/Upper Market,4pm-7pm,36
Western Addition,Classic Bicycle,November 2017,Castro/Upper Market,4pm-7pm,38
Western Addition,Classic Bicycle,October 2020,Castro/Upper Market,4pm-7pm,39
Western Addition,Classic Bicycle,September 2020,Castro/Upper Market,4pm-7pm,40
Western Addition,Classic Bicycle,December 2017,Castro/Upper Market,4pm-7pm,41
Western Addition,Classic Bicycle,May 2020,Castro/Upper Market,4pm-7pm,41
Western Addition,Classic Bicycle,January 2018,Castro/Upper Market,4pm-7pm,48
Western Addition,Classic Bicycle,February 2018,Castro/Upper Market,4pm-7pm,48
Western Addition,Classic Bicycle,June 2020,Castro/Upper Market,4pm-7pm,49
Western Addition,Classic Bicycle,August 2017,Castro/Upper Market,4pm-7pm,54
Western Addition,Classic Bicycle,July 2019,Castro/Upper Market,4pm-7pm,54
Western Addition,Classic Bicycle,October 2017,Castro/Upper Market,4pm-7pm,62
Western Addition,Classic Bicycle,November 2018,Castro/Upper Market,4pm-7pm,63
Western Addition,Classic Bicycle,November 2019,Castro/Upper Market,4pm-7pm,65
Western Addition,Classic Bicycle,March 2018,Castro/Upper Market,4pm-7pm,68
Western Addition,Classic Bicycle,December 2018,Castro/Upper Market,4pm-7pm,71
Western Addition,Classic Bicycle,September 2017,Castro/Upper Market,4pm-7pm,75
Western Addition,Classic Bicycle,June 2019,Castro/Upper Market,4pm-7pm,87
Western Addition,Classic Bicycle,August 2021,Castro/Upper Market,4pm-7pm,87
Western Addition,Classic Bicycle,May 2019,Castro/Upper Market,4pm-7pm,89
Western Addition,Classic Bicycle,August 2019,Castro/Upper Market,4pm-7pm,93
Western Addition,Classic Bicycle,April 2018,Castro/Upper Market,4pm-7pm,98
Western Addition,Classic Bicycle,August 2018,Castro/Upper Market,4pm-7pm,98
Western Addition,Classic Bicycle,October 2018,Castro/Upper Market,4pm-7pm,103
Western Addition,Classic Bicycle,February 2019,Castro/Upper Market,4pm-7pm,106
Western Addition,Classic Bicycle,September 2019,Castro/Upper Market,4pm-7pm,109
Western Addition,Classic Bicycle,October 2019,Castro/Upper Market,4pm-7pm,110
Western Addition,Classic Bicycle,July 2018,Castro/Upper Market,4pm-7pm,116
Western Addition,Classic Bicycle,January 2019,Castro/Upper Market,4pm-7pm,116
Western Addition,Classic Bicycle,September 2018,Castro/Upper Market,4pm-7pm,138
Western Addition,Classic Bicycle,June 2018,Castro/Upper Market,4pm-7pm,140
Western Addition,Classic Bicycle,April 2019,Castro/Upper Market,4pm-7pm,146
Western Addition,Classic Bicycle,May 2018,Castro/Upper Market,4pm-7pm,183
Western Addition,Classic Bicycle,March 2019,Castro/Upper Market,4pm-7pm,202
Western Addition,Classic Bicycle,July 2017,Downtown/Civic Center,4pm-7pm,25
Western Addition,Classic Bicycle,June 2021,Downtown/Civic Center,4pm-7pm,27
Western Addition,Classic Bicycle,December 2020,Downtown/Civic Center,4pm-7pm,37
Western Addition,Classic Bicycle,January 2021,Downtown/Civic Center,4pm-7pm,46
Western Addition,Classic Bicycle,February 2021,Downtown/Civic Center,4pm-7pm,49
Western Addition,Classic Bicycle,May 2020,Downtown/Civic Center,4pm-7pm,57
Western Addition,Classic Bicycle,July 2021,Downtown/Civic Center,4pm-7pm,57
Western Addition,Classic Bicycle,March 2021,Downtown/Civic Center,4pm-7pm,65
Western Addition,Classic Bicycle,November 2020,Downtown/Civic Center,4pm-7pm,66
Western Addition,Classic Bicycle,June 2020,Downtown/Civic Center,4pm-7pm,67
Western Addition,Classic Bicycle,September 2020,Downtown/Civic Center,4pm-7pm,75
Western Addition,Classic Bicycle,March 2020,Downtown/Civic Center,4pm-7pm,79
Western Addition,Classic Bicycle,October 2020,Downtown/Civic Center,4pm-7pm,87
Western Addition,Classic Bicycle,August 2021,Downtown/Civic Center,4pm-7pm,91
Western Addition,Classic Bicycle,May 2021,Downtown/Civic Center,4pm-7pm,97
Western Addition,Classic Bicycle,January 2020,Downtown/Civic Center,4pm-7pm,131
Western Addition,Classic Bicycle,January 2018,Downtown/Civic Center,4pm-7pm,141
Western Addition,Classic Bicycle,August 2017,Downtown/Civic Center,4pm-7pm,143
Western Addition,Classic Bicycle,December 2017,Downtown/Civic Center,4pm-7pm,149
Western Addition,Classic Bicycle,September 2017,Downtown/Civic Center,4pm-7pm,152
Western Addition,Classic Bicycle,February 2018,Downtown/Civic Center,4pm-7pm,158
Western Addition,Classic Bicycle,February 2020,Downtown/Civic Center,4pm-7pm,159
Western Addition,Classic Bicycle,December 2019,Downtown/Civic Center,4pm-7pm,165
Western Addition,Classic Bicycle,November 2017,Downtown/Civic Center,4pm-7pm,173
Western Addition,Classic Bicycle,October 2017,Downtown/Civic Center,4pm-7pm,192
Western Addition,Classic Bicycle,November 2018,Downtown/Civic Center,4pm-7pm,209
Western Addition,Classic Bicycle,March 2018,Downtown/Civic Center,4pm-7pm,218
Western Addition,Classic Bicycle,July 2019,Downtown/Civic Center,4pm-7pm,221
Western Addition,Classic Bicycle,December 2018,Downtown/Civic Center,4pm-7pm,230
Western Addition,Classic Bicycle,April 2018,Downtown/Civic Center,4pm-7pm,253
Western Addition,Classic Bicycle,November 2019,Downtown/Civic Center,4pm-7pm,278
Western Addition,Classic Bicycle,June 2019,Downtown/Civic Center,4pm-7pm,282
Western Addition,Classic Bicycle,July 2018,Downtown/Civic Center,4pm-7pm,283
Western Addition,Classic Bicycle,September 2019,Downtown/Civic Center,4pm-7pm,289
Western Addition,Classic Bicycle,August 2018,Downtown/Civic Center,4pm-7pm,290
Western Addition,Classic Bicycle,May 2019,Downtown/Civic Center,4pm-7pm,293
Western Addition,Classic Bicycle,September 2018,Downtown/Civic Center,4pm-7pm,295
Western Addition,Classic Bicycle,October 2018,Downtown/Civic Center,4pm-7pm,323
Western Addition,Classic Bicycle,June 2018,Downtown/Civic Center,4pm-7pm,324
Western Addition,Classic Bicycle,August 2019,Downtown/Civic Center,4pm-7pm,332
Western Addition,Classic Bicycle,May 2018,Downtown/Civic Center,4pm-7pm,366
Western Addition,Classic Bicycle,October 2019,Downtown/Civic Center,4pm-7pm,372
Western Addition,Classic Bicycle,February 2019,Downtown/Civic Center,4pm-7pm,388
Western Addition,Classic Bicycle,January 2019,Downtown/Civic Center,4pm-7pm,424
Western Addition,Classic Bicycle,April 2019,Downtown/Civic Center,4pm-7pm,477
Western Addition,Classic Bicycle,March 2019,Downtown/Civic Center,4pm-7pm,593
Western Addition,Classic Bicycle,January 2021,Financial District,4pm-7pm,23
Western Addition,Classic Bicycle,July 2017,Financial District,4pm-7pm,25
Western Addition,Classic Bicycle,June 2021,Financial District,4pm-7pm,26
Western Addition,Classic Bicycle,May 2020,Financial District,4pm-7pm,34
Western Addition,Classic Bicycle,February 2021,Financial District,4pm-7pm,35
Western Addition,Classic Bicycle,September 2020,Financial District,4pm-7pm,41
Western Addition,Classic Bicycle,June 2020,Financial District,4pm-7pm,48
Western Addition,Classic Bicycle,March 2021,Financial District,4pm-7pm,48
Western Addition,Classic Bicycle,July 2021,Financial District,4pm-7pm,51
Western Addition,Classic Bicycle,October 2020,Financial District,4pm-7pm,59
Western Addition,Classic Bicycle,May 2021,Financial District,4pm-7pm,91
Western Addition,Classic Bicycle,August 2021,Financial District,4pm-7pm,108
Western Addition,Classic Bicycle,March 2020,Financial District,4pm-7pm,115
Western Addition,Classic Bicycle,August 2017,Financial District,4pm-7pm,138
Western Addition,Classic Bicycle,January 2020,Financial District,4pm-7pm,146
Western Addition,Classic Bicycle,February 2020,Financial District,4pm-7pm,150
Western Addition,Classic Bicycle,December 2017,Financial District,4pm-7pm,172
Western Addition,Classic Bicycle,December 2019,Financial District,4pm-7pm,190
Western Addition,Classic Bicycle,January 2018,Financial District,4pm-7pm,199
Western Addition,Classic Bicycle,December 2018,Financial District,4pm-7pm,205
Western Addition,Classic Bicycle,November 2017,Financial District,4pm-7pm,227
Western Addition,Classic Bicycle,September 2017,Financial District,4pm-7pm,230
Western Addition,Classic Bicycle,November 2018,Financial District,4pm-7pm,245
Western Addition,Classic Bicycle,October 2017,Financial District,4pm-7pm,246
Western Addition,Classic Bicycle,March 2018,Financial District,4pm-7pm,251
Western Addition,Classic Bicycle,February 2018,Financial District,4pm-7pm,254
Western Addition,Classic Bicycle,April 2018,Financial District,4pm-7pm,294
Western Addition,Classic Bicycle,November 2019,Financial District,4pm-7pm,306
Western Addition,Classic Bicycle,July 2019,Financial District,4pm-7pm,350
Western Addition,Classic Bicycle,August 2019,Financial District,4pm-7pm,369
Western Addition,Classic Bicycle,September 2018,Financial District,4pm-7pm,377
Western Addition,Classic Bicycle,June 2019,Financial District,4pm-7pm,380
Western Addition,Classic Bicycle,May 2019,Financial District,4pm-7pm,392
Western Addition,Classic Bicycle,July 2018,Financial District,4pm-7pm,393
Western Addition,Classic Bicycle,August 2018,Financial District,4pm-7pm,401
Western Addition,Classic Bicycle,September 2019,Financial District,4pm-7pm,413
Western Addition,Classic Bicycle,October 2018,Financial District,4pm-7pm,431
Western Addition,Classic Bicycle,May 2018,Financial District,4pm-7pm,440
Western Addition,Classic Bicycle,June 2018,Financial District,4pm-7pm,448
Western Addition,Classic Bicycle,January 2019,Financial District,4pm-7pm,450
Western Addition,Classic Bicycle,October 2019,Financial District,4pm-7pm,457
Western Addition,Classic Bicycle,February 2019,Financial District,4pm-7pm,503
Western Addition,Classic Bicycle,April 2019,Financial District,4pm-7pm,565
Western Addition,Classic Bicycle,March 2019,Financial District,4pm-7pm,670
Western Addition,Classic Bicycle,July 2021,Haight Ashbury,4pm-7pm,24
Western Addition,Classic Bicycle,August 2017,Haight Ashbury,4pm-7pm,30
Western Addition,Classic Bicycle,November 2017,Haight Ashbury,4pm-7pm,33
Western Addition,Classic Bicycle,February 2018,Haight Ashbury,4pm-7pm,34
Western Addition,Classic Bicycle,December 2017,Haight Ashbury,4pm-7pm,35
Western Addition,Classic Bicycle,December 2020,Haight Ashbury,4pm-7pm,35
Western Addition,Classic Bicycle,January 2020,Haight Ashbury,4pm-7pm,36
Western Addition,Classic Bicycle,January 2018,Haight Ashbury,4pm-7pm,38
Western Addition,Classic Bicycle,November 2018,Haight Ashbury,4pm-7pm,41
Western Addition,Classic Bicycle,April 2020,Haight Ashbury,4pm-7pm,43
Western Addition,Classic Bicycle,March 2020,Haight Ashbury,4pm-7pm,47
Western Addition,Classic Bicycle,March 2018,Haight Ashbury,4pm-7pm,48
Western Addition,Classic Bicycle,August 2018,Haight Ashbury,4pm-7pm,49
Western Addition,Classic Bicycle,February 2021,Haight Ashbury,4pm-7pm,49
Western Addition,Classic Bicycle,October 2017,Haight Ashbury,4pm-7pm,50
Western Addition,Classic Bicycle,September 2020,Haight Ashbury,4pm-7pm,52
Western Addition,Classic Bicycle,January 2021,Haight Ashbury,4pm-7pm,52
Western Addition,Classic Bicycle,December 2019,Haight Ashbury,4pm-7pm,53
Western Addition,Classic Bicycle,February 2020,Haight Ashbury,4pm-7pm,54
Western Addition,Classic Bicycle,March 2021,Haight Ashbury,4pm-7pm,56
Western Addition,Classic Bicycle,September 2017,Haight Ashbury,4pm-7pm,57
Western Addition,Classic Bicycle,April 2018,Haight Ashbury,4pm-7pm,61
Western Addition,Classic Bicycle,November 2020,Haight Ashbury,4pm-7pm,61
Western Addition,Classic Bicycle,December 2018,Haight Ashbury,4pm-7pm,65
Western Addition,Classic Bicycle,July 2019,Haight Ashbury,4pm-7pm,70
Western Addition,Classic Bicycle,June 2020,Haight Ashbury,4pm-7pm,72
Western Addition,Classic Bicycle,September 2018,Haight Ashbury,4pm-7pm,76
Western Addition,Classic Bicycle,November 2019,Haight Ashbury,4pm-7pm,79
Western Addition,Classic Bicycle,June 2018,Haight Ashbury,4pm-7pm,83
Western Addition,Classic Bicycle,August 2021,Haight Ashbury,4pm-7pm,83
Western Addition,Classic Bicycle,May 2020,Haight Ashbury,4pm-7pm,84
Western Addition,Classic Bicycle,January 2019,Haight Ashbury,4pm-7pm,88
Western Addition,Classic Bicycle,February 2019,Haight Ashbury,4pm-7pm,88
Western Addition,Classic Bicycle,October 2020,Haight Ashbury,4pm-7pm,90
Western Addition,Classic Bicycle,May 2021,Haight Ashbury,4pm-7pm,91
Western Addition,Classic Bicycle,July 2018,Haight Ashbury,4pm-7pm,92
Western Addition,Classic Bicycle,October 2018,Haight Ashbury,4pm-7pm,92
Western Addition,Classic Bicycle,May 2018,Haight Ashbury,4pm-7pm,93
Western Addition,Classic Bicycle,October 2019,Haight Ashbury,4pm-7pm,95
Western Addition,Classic Bicycle,August 2019,Haight Ashbury,4pm-7pm,99
Western Addition,Classic Bicycle,May 2019,Haight Ashbury,4pm-7pm,101
Western Addition,Classic Bicycle,September 2019,Haight Ashbury,4pm-7pm,101
Western Addition,Classic Bicycle,June 2019,Haight Ashbury,4pm-7pm,121
Western Addition,Classic Bicycle,April 2019,Haight Ashbury,4pm-7pm,148
Western Addition,Classic Bicycle,March 2019,Haight Ashbury,4pm-7pm,164
Western Addition,Classic Bicycle,September 2019,Inner Richmond,4pm-7pm,22
Western Addition,Classic Bicycle,September 2020,Inner Richmond,4pm-7pm,23
Western Addition,Classic Bicycle,February 2020,Inner Richmond,4pm-7pm,24
Western Addition,Classic Bicycle,February 2021,Inner Richmond,4pm-7pm,24
Western Addition,Classic Bicycle,April 2020,Inner Richmond,4pm-7pm,26
Western Addition,Classic Bicycle,March 2019,Inner Richmond,4pm-7pm,29
Western Addition,Classic Bicycle,November 2020,Inner Richmond,4pm-7pm,30
Western Addition,Classic Bicycle,November 2019,Inner Richmond,4pm-7pm,32
Western Addition,Classic Bicycle,October 2020,Inner Richmond,4pm-7pm,32
Western Addition,Classic Bicycle,March 2020,Inner Richmond,4pm-7pm,37
Western Addition,Classic Bicycle,June 2020,Inner Richmond,4pm-7pm,37
Western Addition,Classic Bicycle,May 2020,Inner Richmond,4pm-7pm,41
Western Addition,Classic Bicycle,October 2019,Inner Richmond,4pm-7pm,47
Western Addition,Classic Bicycle,May 2021,Inner Richmond,4pm-7pm,56
Western Addition,Classic Bicycle,August 2021,Inner Richmond,4pm-7pm,57
Western Addition,Classic Bicycle,September 2020,Inner Sunset,4pm-7pm,21
Western Addition,Classic Bicycle,February 2021,Inner Sunset,4pm-7pm,21
Western Addition,Classic Bicycle,May 2021,Inner Sunset,4pm-7pm,23
Western Addition,Classic Bicycle,August 2021,Inner Sunset,4pm-7pm,24
Western Addition,Classic Bicycle,May 2020,Inner Sunset,4pm-7pm,27
Western Addition,Classic Bicycle,June 2020,Inner Sunset,4pm-7pm,31
Western Addition,Classic Bicycle,April 2019,Marina,4pm-7pm,28
Western Addition,Classic Bicycle,March 2019,Marina,4pm-7pm,30
Western Addition,Classic Bicycle,February 2021,Mission,4pm-7pm,23
Western Addition,Classic Bicycle,November 2020,Mission,4pm-7pm,24
Western Addition,Classic Bicycle,January 2021,Mission,4pm-7pm,24
Western Addition,Classic Bicycle,June 2021,Mission,4pm-7pm,26
Western Addition,Classic Bicycle,July 2021,Mission,4pm-7pm,34
Western Addition,Classic Bicycle,May 2020,Mission,4pm-7pm,35
Western Addition,Classic Bicycle,September 2020,Mission,4pm-7pm,37
Western Addition,Classic Bicycle,March 2021,Mission,4pm-7pm,38
Western Addition,Classic Bicycle,October 2020,Mission,4pm-7pm,51
Western Addition,Classic Bicycle,January 2018,Mission,4pm-7pm,54
Western Addition,Classic Bicycle,March 2020,Mission,4pm-7pm,56
Western Addition,Classic Bicycle,December 2017,Mission,4pm-7pm,58
Western Addition,Classic Bicycle,June 2020,Mission,4pm-7pm,58
Western Addition,Classic Bicycle,August 2017,Mission,4pm-7pm,60
Western Addition,Classic Bicycle,February 2020,Mission,4pm-7pm,61
Western Addition,Classic Bicycle,November 2018,Mission,4pm-7pm,71
Western Addition,Classic Bicycle,December 2018,Mission,4pm-7pm,75
Western Addition,Classic Bicycle,November 2017,Mission,4pm-7pm,76
Western Addition,Classic Bicycle,March 2018,Mission,4pm-7pm,76
Western Addition,Classic Bicycle,January 2020,Mission,4pm-7pm,78
Western Addition,Classic Bicycle,February 2018,Mission,4pm-7pm,79
Western Addition,Classic Bicycle,September 2017,Mission,4pm-7pm,87
Western Addition,Classic Bicycle,May 2021,Mission,4pm-7pm,90
Western Addition,Classic Bicycle,October 2017,Mission,4pm-7pm,93
Western Addition,Classic Bicycle,April 2018,Mission,4pm-7pm,104
Western Addition,Classic Bicycle,August 2018,Mission,4pm-7pm,108
Western Addition,Classic Bicycle,August 2021,Mission,4pm-7pm,115
Western Addition,Classic Bicycle,December 2019,Mission,4pm-7pm,119
Western Addition,Classic Bicycle,July 2019,Mission,4pm-7pm,131
Western Addition,Classic Bicycle,June 2018,Mission,4pm-7pm,138
Western Addition,Classic Bicycle,September 2018,Mission,4pm-7pm,144
Western Addition,Classic Bicycle,May 2018,Mission,4pm-7pm,148
Western Addition,Classic Bicycle,July 2018,Mission,4pm-7pm,148
Western Addition,Classic Bicycle,October 2018,Mission,4pm-7pm,151
Western Addition,Classic Bicycle,November 2019,Mission,4pm-7pm,154
Western Addition,Classic Bicycle,February 2019,Mission,4pm-7pm,159
Western Addition,Classic Bicycle,June 2019,Mission,4pm-7pm,160
Western Addition,Classic Bicycle,August 2019,Mission,4pm-7pm,168
Western Addition,Classic Bicycle,May 2019,Mission,4pm-7pm,170
Western Addition,Classic Bicycle,January 2019,Mission,4pm-7pm,181
Western Addition,Classic Bicycle,October 2019,Mission,4pm-7pm,186
Western Addition,Classic Bicycle,September 2019,Mission,4pm-7pm,224
Western Addition,Classic Bicycle,April 2019,Mission,4pm-7pm,251
Western Addition,Classic Bicycle,March 2019,Mission,4pm-7pm,296
Western Addition,Classic Bicycle,December 2020,Noe Valley,4pm-7pm,22
Western Addition,Classic Bicycle,July 2020,Noe Valley,4pm-7pm,23
Western Addition,Classic Bicycle,May 2020,Noe Valley,4pm-7pm,26
Western Addition,Classic Bicycle,March 2021,Noe Valley,4pm-7pm,30
Western Addition,Classic Bicycle,November 2017,North Beach,4pm-7pm,22
Western Addition,Classic Bicycle,September 2017,North Beach,4pm-7pm,24
Western Addition,Classic Bicycle,June 2018,North Beach,4pm-7pm,24
Western Addition,Classic Bicycle,August 2017,North Beach,4pm-7pm,28
Western Addition,Classic Bicycle,May 2019,North Beach,4pm-7pm,29
Western Addition,Classic Bicycle,May 2018,North Beach,4pm-7pm,30
Western Addition,Classic Bicycle,October 2017,North Beach,4pm-7pm,33
Western Addition,Classic Bicycle,October 2018,North Beach,4pm-7pm,33
Western Addition,Classic Bicycle,February 2019,North Beach,4pm-7pm,38
Western Addition,Classic Bicycle,August 2018,North Beach,4pm-7pm,41
Western Addition,Classic Bicycle,April 2019,North Beach,4pm-7pm,41
Western Addition,Classic Bicycle,July 2018,North Beach,4pm-7pm,42
Western Addition,Classic Bicycle,January 2019,North Beach,4pm-7pm,47
Western Addition,Classic Bicycle,September 2018,North Beach,4pm-7pm,50
Western Addition,Classic Bicycle,March 2019,North Beach,4pm-7pm,64
Western Addition,Classic Bicycle,July 2021,Pacific Heights,4pm-7pm,23
Western Addition,Classic Bicycle,May 2021,Pacific Heights,4pm-7pm,27
Western Addition,Classic Bicycle,August 2021,Pacific Heights,4pm-7pm,34
Western Addition,Classic Bicycle,March 2018,Potrero Hill,4pm-7pm,21
Western Addition,Classic Bicycle,July 2018,Potrero Hill,4pm-7pm,21
Western Addition,Classic Bicycle,November 2017,Potrero Hill,4pm-7pm,22
Western Addition,Classic Bicycle,May 2019,Potrero Hill,4pm-7pm,22
Western Addition,Classic Bicycle,December 2019,Potrero Hill,4pm-7pm,22
Western Addition,Classic Bicycle,May 2018,Potrero Hill,4pm-7pm,25
Western Addition,Classic Bicycle,June 2018,Potrero Hill,4pm-7pm,26
Western Addition,Classic Bicycle,November 2019,Potrero Hill,4pm-7pm,26
Western Addition,Classic Bicycle,July 2019,Potrero Hill,4pm-7pm,27
Western Addition,Classic Bicycle,October 2018,Potrero Hill,4pm-7pm,28
Western Addition,Classic Bicycle,September 2018,Potrero Hill,4pm-7pm,29
Western Addition,Classic Bicycle,August 2018,Potrero Hill,4pm-7pm,32
Western Addition,Classic Bicycle,September 2019,Potrero Hill,4pm-7pm,33
Western Addition,Classic Bicycle,February 2019,Potrero Hill,4pm-7pm,37
Western Addition,Classic Bicycle,August 2019,Potrero Hill,4pm-7pm,37
Western Addition,Classic Bicycle,June 2019,Potrero Hill,4pm-7pm,40
Western Addition,Classic Bicycle,October 2019,Potrero Hill,4pm-7pm,41
Western Addition,Classic Bicycle,January 2019,Potrero Hill,4pm-7pm,50
Western Addition,Classic Bicycle,March 2019,Potrero Hill,4pm-7pm,58
Western Addition,Classic Bicycle,April 2019,Potrero Hill,4pm-7pm,64
Western Addition,Classic Bicycle,August 2021,Russian Hill,4pm-7pm,25
Western Addition,Classic Bicycle,July 2020,South of Market,4pm-7pm,26
Western Addition,Classic Bicycle,April 2021,South of Market,4pm-7pm,26
Western Addition,Classic Bicycle,June 2021,South of Market,4pm-7pm,38
Western Addition,Classic Bicycle,April 2020,South of Market,4pm-7pm,40
Western Addition,Classic Bicycle,January 2021,South of Market,4pm-7pm,43
Western Addition,Classic Bicycle,December 2020,South of Market,4pm-7pm,46
Western Addition,Classic Bicycle,July 2017,South of Market,4pm-7pm,48
Western Addition,Classic Bicycle,November 2020,South of Market,4pm-7pm,55
Western Addition,Classic Bicycle,February 2021,South of Market,4pm-7pm,60
Western Addition,Classic Bicycle,May 2020,South of Market,4pm-7pm,64
Western Addition,Classic Bicycle,July 2021,South of Market,4pm-7pm,81
Western Addition,Classic Bicycle,March 2021,South of Market,4pm-7pm,87
Western Addition,Classic Bicycle,June 2020,South of Market,4pm-7pm,89
Western Addition,Classic Bicycle,September 2020,South of Market,4pm-7pm,90
Western Addition,Classic Bicycle,October 2020,South of Market,4pm-7pm,91
Western Addition,Classic Bicycle,May 2021,South of Market,4pm-7pm,108
Western Addition,Classic Bicycle,March 2020,South of Market,4pm-7pm,152
Western Addition,Classic Bicycle,August 2021,South of Market,4pm-7pm,179
Western Addition,Classic Bicycle,August 2017,South of Market,4pm-7pm,185
Western Addition,Classic Bicycle,February 2020,South of Market,4pm-7pm,237
Western Addition,Classic Bicycle,January 2020,South of Market,4pm-7pm,270
Western Addition,Classic Bicycle,November 2017,South of Market,4pm-7pm,286
Western Addition,Classic Bicycle,December 2017,South of Market,4pm-7pm,287
Western Addition,Classic Bicycle,September 2017,South of Market,4pm-7pm,302
Western Addition,Classic Bicycle,November 2018,South of Market,4pm-7pm,321
Western Addition,Classic Bicycle,October 2017,South of Market,4pm-7pm,341
Western Addition,Classic Bicycle,January 2018,South of Market,4pm-7pm,341
Western Addition,Classic Bicycle,December 2018,South of Market,4pm-7pm,345
Western Addition,Classic Bicycle,February 2018,South of Market,4pm-7pm,351
Western Addition,Classic Bicycle,March 2018,South of Market,4pm-7pm,359
Western Addition,Classic Bicycle,December 2019,South of Market,4pm-7pm,387
Western Addition,Classic Bicycle,April 2018,South of Market,4pm-7pm,398
Western Addition,Classic Bicycle,August 2018,South of Market,4pm-7pm,486
Western Addition,Classic Bicycle,May 2019,South of Market,4pm-7pm,524
Western Addition,Classic Bicycle,July 2018,South of Market,4pm-7pm,539
Western Addition,Classic Bicycle,September 2018,South of Market,4pm-7pm,545
Western Addition,Classic Bicycle,October 2018,South of Market,4pm-7pm,566
Western Addition,Classic Bicycle,July 2019,South of Market,4pm-7pm,574
Western Addition,Classic Bicycle,November 2019,South of Market,4pm-7pm,579
Western Addition,Classic Bicycle,June 2019,South of Market,4pm-7pm,587
Western Addition,Classic Bicycle,June 2018,South of Market,4pm-7pm,609
Western Addition,Classic Bicycle,May 2018,South of Market,4pm-7pm,612
Western Addition,Classic Bicycle,August 2019,South of Market,4pm-7pm,686
Western Addition,Classic Bicycle,September 2019,South of Market,4pm-7pm,705
Western Addition,Classic Bicycle,January 2019,South of Market,4pm-7pm,766
Western Addition,Classic Bicycle,February 2019,South of Market,4pm-7pm,796
Western Addition,Classic Bicycle,October 2019,South of Market,4pm-7pm,816
Western Addition,Classic Bicycle,April 2019,South of Market,4pm-7pm,906
Western Addition,Classic Bicycle,March 2019,South of Market,4pm-7pm,"1,089"
Western Addition,Classic Bicycle,April 2021,Western Addition,4pm-7pm,34
Western Addition,Classic Bicycle,August 2020,Western Addition,4pm-7pm,68
Western Addition,Classic Bicycle,July 2020,Western Addition,4pm-7pm,81
Western Addition,Classic Bicycle,June 2021,Western Addition,4pm-7pm,107
